ts_local,weekday,hour,is_weekend,activity_level,lambda_ci,checkins,checkouts,cardio_sessions,strength_sessions,other_sessions,avg_session_min
2025-05-26 06:00:00,0,6,False,high,14,17,17,9,8,0,67.7
2025-05-26 07:00:00,0,7,False,high,9,10,9,4,3,3,55.8
2025-05-26 08:00:00,0,8,False,high,16,20,18,11,7,2,56.8
2025-05-26 09:00:00,0,9,False,high,20,20,19,11,8,1,52.9
2025-05-26 10:00:00,0,10,False,high,10,9,7,3,2,4,45.0
2025-05-26 11:00:00,0,11,False,high,13,16,15,7,7,2,40.2
2025-05-26 12:00:00,0,12,False,high,20,28,26,16,10,2,47.4
2025-05-26 13:00:00,0,13,False,high,11,11,11,5,4,2,57.8
2025-05-26 14:00:00,0,14,False,high,13,10,9,4,3,3,62.4
2025-05-26 15:00:00,0,15,False,high,13,9,8,4,3,2,70.6
2025-05-26 16:00:00,0,16,False,high,20,17,16,10,5,2,51.8
2025-05-26 17:00:00,0,17,False,high,10,13,13,5,6,2,60.8
2025-05-26 18:00:00,0,18,False,high,13,18,17,9,6,3,47.0
2025-05-26 19:00:00,0,19,False,high,16,19,17,9,6,4,66.5
2025-05-26 20:00:00,0,20,False,high,15,14,12,6,6,2,65.1
2025-05-26 21:00:00,0,21,False,high,13,20,20,10,9,1,61.2
2025-05-26 22:00:00,0,22,False,high,8,5,4,2,2,1,55.6
2025-05-27 06:00:00,1,6,False,high,27,31,29,16,10,5,78.8
2025-05-27 07:00:00,1,7,False,high,14,16,16,7,5,4,58.4
2025-05-27 08:00:00,1,8,False,high,13,14,14,8,6,0,68.1
2025-05-27 09:00:00,1,9,False,high,13,17,15,8,5,4,79.4
2025-05-27 10:00:00,1,10,False,high,13,8,8,4,2,2,56.5
2025-05-27 11:00:00,1,11,False,high,20,19,19,9,8,2,57.4
2025-05-27 12:00:00,1,12,False,high,22,23,21,11,9,3,49.4
2025-05-27 13:00:00,1,13,False,high,16,15,15,7,4,4,56.9
2025-05-27 14:00:00,1,14,False,high,17,16,14,8,6,2,54.1
2025-05-27 15:00:00,1,15,False,high,18,15,14,6,4,5,48.9
2025-05-27 16:00:00,1,16,False,high,15,12,12,7,3,2,49.9
2025-05-27 17:00:00,1,17,False,high,12,13,13,5,5,3,56.5
2025-05-27 18:00:00,1,18,False,high,9,9,8,4,3,2,63.2
2025-05-27 19:00:00,1,19,False,high,19,21,20,9,10,2,59.2
2025-05-27 20:00:00,1,20,False,high,16,20,19,9,8,3,71.2
2025-05-27 21:00:00,1,21,False,high,13,12,11,5,5,2,65.5
2025-05-27 22:00:00,1,22,False,high,20,19,19,8,7,4,51.1
2025-05-28 06:00:00,2,6,False,high,19,19,19,10,9,0,59.8
2025-05-28 07:00:00,2,7,False,high,18,16,15,9,5,2,72.0
2025-05-28 08:00:00,2,8,False,high,10,7,6,3,3,1,54.1
2025-05-28 09:00:00,2,9,False,high,19,27,26,15,12,0,59.4
2025-05-28 10:00:00,2,10,False,high,15,16,16,7,5,4,44.2
2025-05-28 11:00:00,2,11,False,high,11,8,6,3,3,2,54.7
2025-05-28 12:00:00,2,12,False,high,24,24,23,10,8,6,48.7
2025-05-28 13:00:00,2,13,False,high,15,14,12,8,4,2,67.9
2025-05-28 14:00:00,2,14,False,high,8,6,5,2,2,2,60.7
2025-05-28 15:00:00,2,15,False,high,15,14,12,7,6,1,49.8
2025-05-28 16:00:00,2,16,False,high,14,19,18,8,6,5,30.0
2025-05-28 17:00:00,2,17,False,high,13,13,11,7,6,0,44.3
2025-05-28 18:00:00,2,18,False,high,12,17,15,8,5,4,55.5
2025-05-28 19:00:00,2,19,False,high,15,18,18,9,6,3,62.1
2025-05-28 20:00:00,2,20,False,high,21,23,22,12,10,1,65.3
2025-05-28 21:00:00,2,21,False,high,21,16,16,8,7,1,77.0
2025-05-28 22:00:00,2,22,False,high,13,10,9,5,4,1,42.9
2025-05-29 06:00:00,3,6,False,high,20,13,12,5,4,4,57.4
2025-05-29 07:00:00,3,7,False,high,14,13,11,6,5,2,54.4
2025-05-29 08:00:00,3,8,False,high,11,14,12,7,6,1,56.2
2025-05-29 09:00:00,3,9,False,high,16,14,13,5,6,3,58.0
2025-05-29 10:00:00,3,10,False,high,15,15,13,6,6,3,43.0
2025-05-29 11:00:00,3,11,False,high,14,15,13,8,4,3,69.3
2025-05-29 12:00:00,3,12,False,high,9,9,7,5,3,1,44.9
2025-05-29 13:00:00,3,13,False,high,16,16,14,8,7,1,73.4
2025-05-29 14:00:00,3,14,False,high,20,26,26,14,10,2,46.7
2025-05-29 15:00:00,3,15,False,high,10,9,9,3,2,4,70.9
2025-05-29 16:00:00,3,16,False,high,13,12,12,7,4,1,62.7
2025-05-29 17:00:00,3,17,False,high,12,9,8,3,2,4,63.7
2025-05-29 18:00:00,3,18,False,high,14,11,11,6,3,2,51.9
2025-05-29 19:00:00,3,19,False,high,11,11,10,4,3,4,63.3
2025-05-29 20:00:00,3,20,False,high,15,19,17,10,6,3,60.0
2025-05-29 21:00:00,3,21,False,high,20,17,16,10,5,2,63.9
2025-05-29 22:00:00,3,22,False,high,14,13,13,6,5,2,56.2
2025-05-30 06:00:00,4,6,False,high,8,8,8,4,3,1,47.0
2025-05-30 07:00:00,4,7,False,high,8,7,7,3,2,2,66.7
2025-05-30 08:00:00,4,8,False,high,9,6,5,2,2,2,41.3
2025-05-30 09:00:00,4,9,False,high,17,18,18,8,7,3,55.7
2025-05-30 10:00:00,4,10,False,high,18,23,21,12,9,2,52.0
2025-05-30 11:00:00,4,11,False,high,13,12,11,6,4,2,67.1
2025-05-30 12:00:00,4,12,False,high,12,14,12,7,6,1,62.8
2025-05-30 13:00:00,4,13,False,high,17,15,14,6,5,4,54.6
2025-05-30 14:00:00,4,14,False,high,20,19,19,9,7,3,49.2
2025-05-30 15:00:00,4,15,False,high,14,13,13,6,4,3,47.7
2025-05-30 16:00:00,4,16,False,high,25,23,23,10,11,2,60.8
2025-05-30 17:00:00,4,17,False,high,15,9,7,4,3,2,57.2
2025-05-30 18:00:00,4,18,False,high,14,26,25,14,11,1,68.5
2025-05-30 19:00:00,4,19,False,high,13,16,15,8,6,2,37.9
2025-05-30 20:00:00,4,20,False,high,12,10,9,4,3,3,38.2
2025-05-30 21:00:00,4,21,False,high,20,15,15,6,5,4,68.4
2025-05-30 22:00:00,4,22,False,high,12,13,12,5,4,4,58.8
2025-05-31 06:00:00,5,6,True,high,10,14,12,8,5,1,72.7
2025-05-31 07:00:00,5,7,True,high,7,8,6,3,3,2,66.9
2025-05-31 08:00:00,5,8,True,high,14,17,16,7,7,3,68.9
2025-05-31 09:00:00,5,9,True,high,20,25,23,14,10,1,62.4
2025-05-31 10:00:00,5,10,True,high,11,16,15,6,5,5,58.9
2025-05-31 11:00:00,5,11,True,high,17,27,27,11,10,6,45.5
2025-05-31 12:00:00,5,12,True,high,15,13,11,6,4,3,49.0
2025-05-31 13:00:00,5,13,True,high,13,15,14,8,5,2,50.8
2025-05-31 14:00:00,5,14,True,high,13,17,15,10,5,2,60.0
2025-05-31 15:00:00,5,15,True,high,9,11,9,4,4,3,41.8
2025-05-31 16:00:00,5,16,True,high,11,16,15,8,6,2,51.7
2025-05-31 17:00:00,5,17,True,high,15,14,14,7,5,2,55.5
2025-05-31 18:00:00,5,18,True,high,15,17,15,7,5,5,42.1
2025-05-31 19:00:00,5,19,True,high,18,17,15,9,7,1,53.6
2025-05-31 20:00:00,5,20,True,high,20,17,15,9,5,3,58.6
2025-05-31 21:00:00,5,21,True,high,14,11,10,4,3,4,41.5
2025-05-31 22:00:00,5,22,True,high,22,34,34,18,15,1,45.1
2025-06-01 06:00:00,6,6,True,low,3,2,2,0,0,2,61.1
2025-06-01 07:00:00,6,7,True,low,6,3,1,0,1,2,57.9
2025-06-01 08:00:00,6,8,True,low,8,12,12,2,4,6,48.5
2025-06-01 09:00:00,6,9,True,low,2,4,2,0,1,3,47.5
2025-06-01 10:00:00,6,10,True,low,8,6,4,2,1,3,70.1
2025-06-01 11:00:00,6,11,True,low,3,3,3,0,1,2,79.1
2025-06-01 12:00:00,6,12,True,low,8,11,10,3,4,4,56.1
2025-06-01 13:00:00,6,13,True,low,5,7,5,2,2,3,78.7
2025-06-01 14:00:00,6,14,True,low,7,9,8,2,4,3,67.0
2025-06-01 15:00:00,6,15,True,low,8,10,9,3,4,3,51.1
2025-06-01 16:00:00,6,16,True,low,6,6,4,1,2,3,63.4
2025-06-01 17:00:00,6,17,True,low,3,4,3,0,1,3,56.8
2025-06-01 18:00:00,6,18,True,low,5,5,5,1,1,3,44.0
2025-06-01 19:00:00,6,19,True,low,10,13,11,4,4,5,52.9
2025-06-01 20:00:00,6,20,True,low,1,1,0,0,0,1,49.9
2025-06-01 21:00:00,6,21,True,low,5,6,5,2,2,2,41.0
2025-06-01 22:00:00,6,22,True,low,4,4,3,1,1,2,70.1
2025-06-02 06:00:00,0,6,False,moderate,11,11,9,3,4,4,43.4
2025-06-02 07:00:00,0,7,False,moderate,13,15,14,5,6,4,57.8
2025-06-02 08:00:00,0,8,False,moderate,5,9,9,3,2,4,59.2
2025-06-02 09:00:00,0,9,False,moderate,11,14,13,3,5,6,44.4
2025-06-02 10:00:00,0,10,False,moderate,5,0,0,0,0,0,55.6
2025-06-02 11:00:00,0,11,False,moderate,5,7,5,1,2,4,48.6
2025-06-02 12:00:00,0,12,False,moderate,12,8,6,2,3,3,51.2
2025-06-02 13:00:00,0,13,False,moderate,9,6,5,1,2,3,51.0
2025-06-02 14:00:00,0,14,False,moderate,4,6,5,1,2,3,69.2
2025-06-02 15:00:00,0,15,False,moderate,18,24,23,9,8,7,55.8
2025-06-02 16:00:00,0,16,False,moderate,12,11,9,2,3,6,53.0
2025-06-02 17:00:00,0,17,False,moderate,12,13,13,4,5,4,63.0
2025-06-02 18:00:00,0,18,False,moderate,13,13,12,3,6,4,59.3
2025-06-02 19:00:00,0,19,False,moderate,13,12,10,4,5,3,44.3
2025-06-02 20:00:00,0,20,False,moderate,12,7,5,1,2,4,61.7
2025-06-02 21:00:00,0,21,False,moderate,5,3,2,0,1,2,46.9
2025-06-02 22:00:00,0,22,False,moderate,6,6,4,2,1,3,64.0
2025-06-03 06:00:00,1,6,False,moderate,4,2,1,0,0,2,50.7
2025-06-03 07:00:00,1,7,False,moderate,11,15,13,5,5,5,70.9
2025-06-03 08:00:00,1,8,False,moderate,13,14,14,4,5,5,36.0
2025-06-03 09:00:00,1,9,False,moderate,5,3,2,1,0,2,57.8
2025-06-03 10:00:00,1,10,False,moderate,14,11,11,3,5,3,55.1
2025-06-03 11:00:00,1,11,False,moderate,3,0,0,0,0,0,63.2
2025-06-03 12:00:00,1,12,False,moderate,11,5,4,1,1,3,60.4
2025-06-03 13:00:00,1,13,False,moderate,10,10,9,3,3,4,72.3
2025-06-03 14:00:00,1,14,False,moderate,6,4,2,1,1,2,56.6
2025-06-03 15:00:00,1,15,False,moderate,6,8,6,2,3,3,51.8
2025-06-03 16:00:00,1,16,False,moderate,9,7,6,1,2,4,59.3
2025-06-03 17:00:00,1,17,False,moderate,11,15,15,4,7,4,42.7
2025-06-03 18:00:00,1,18,False,moderate,12,13,11,3,4,6,53.2
2025-06-03 19:00:00,1,19,False,moderate,7,7,5,2,3,2,72.3
2025-06-03 20:00:00,1,20,False,moderate,5,4,3,0,1,3,59.5
2025-06-03 21:00:00,1,21,False,moderate,9,16,16,3,6,7,47.8
2025-06-03 22:00:00,1,22,False,moderate,9,7,6,1,3,3,56.4
2025-06-04 06:00:00,2,6,False,moderate,10,8,7,1,2,5,71.5
2025-06-04 07:00:00,2,7,False,moderate,9,11,11,2,3,6,36.7
2025-06-04 08:00:00,2,8,False,moderate,8,5,4,1,2,2,77.3
2025-06-04 09:00:00,2,9,False,moderate,7,2,2,0,0,2,77.6
2025-06-04 10:00:00,2,10,False,moderate,7,10,9,2,3,5,60.7
2025-06-04 11:00:00,2,11,False,moderate,13,13,12,2,6,5,42.1
2025-06-04 12:00:00,2,12,False,moderate,7,7,6,1,2,4,43.1
2025-06-04 13:00:00,2,13,False,moderate,8,9,7,3,3,3,53.3
2025-06-04 14:00:00,2,14,False,moderate,15,19,18,6,9,4,60.7
2025-06-04 15:00:00,2,15,False,moderate,11,8,7,1,2,5,57.8
2025-06-04 16:00:00,2,16,False,moderate,3,6,5,1,1,4,60.6
2025-06-04 17:00:00,2,17,False,moderate,6,4,3,1,1,2,48.0
2025-06-04 18:00:00,2,18,False,moderate,11,3,3,1,1,1,62.2
2025-06-04 19:00:00,2,19,False,moderate,14,15,13,3,5,7,48.6
2025-06-04 20:00:00,2,20,False,moderate,11,6,5,1,2,3,53.6
2025-06-04 21:00:00,2,21,False,moderate,16,15,15,5,6,4,54.9
2025-06-04 22:00:00,2,22,False,moderate,8,7,6,2,3,2,49.1
2025-06-05 06:00:00,3,6,False,moderate,8,8,7,1,2,5,68.4
2025-06-05 07:00:00,3,7,False,moderate,8,5,3,1,1,3,61.2
2025-06-05 08:00:00,3,8,False,moderate,6,5,5,1,2,2,60.6
2025-06-05 09:00:00,3,9,False,moderate,15,8,8,2,3,3,46.3
2025-06-05 10:00:00,3,10,False,moderate,9,11,11,4,5,2,58.7
2025-06-05 11:00:00,3,11,False,moderate,10,11,9,3,4,4,69.7
2025-06-05 12:00:00,3,12,False,moderate,5,5,5,1,2,2,62.8
2025-06-05 13:00:00,3,13,False,moderate,10,5,4,1,2,2,60.1
2025-06-05 14:00:00,3,14,False,moderate,10,9,7,3,4,2,43.0
2025-06-05 15:00:00,3,15,False,moderate,9,7,5,1,2,4,57.6
2025-06-05 16:00:00,3,16,False,moderate,9,6,5,1,1,4,44.6
2025-06-05 17:00:00,3,17,False,moderate,9,6,5,1,2,3,76.4
2025-06-05 18:00:00,3,18,False,moderate,5,4,3,1,1,2,49.7
2025-06-05 19:00:00,3,19,False,moderate,7,5,5,1,1,3,50.9
2025-06-05 20:00:00,3,20,False,moderate,5,4,2,1,1,2,59.9
2025-06-05 21:00:00,3,21,False,moderate,11,12,12,2,4,6,66.4
2025-06-05 22:00:00,3,22,False,moderate,14,15,14,4,4,7,63.7
2025-06-06 06:00:00,4,6,False,moderate,8,12,11,4,5,3,56.8
2025-06-06 07:00:00,4,7,False,moderate,13,12,12,4,3,5,68.1
2025-06-06 08:00:00,4,8,False,moderate,12,8,6,2,3,3,47.9
2025-06-06 09:00:00,4,9,False,moderate,8,5,3,1,1,3,79.5
2025-06-06 10:00:00,4,10,False,moderate,11,9,8,2,4,3,64.1
2025-06-06 11:00:00,4,11,False,moderate,7,8,7,1,2,5,51.9
2025-06-06 12:00:00,4,12,False,moderate,10,10,10,3,3,4,58.5
2025-06-06 13:00:00,4,13,False,moderate,8,8,8,2,2,4,58.1
2025-06-06 14:00:00,4,14,False,moderate,9,8,6,2,3,3,51.1
2025-06-06 15:00:00,4,15,False,moderate,13,14,13,4,4,6,47.8
2025-06-06 16:00:00,4,16,False,moderate,11,11,10,3,3,5,52.4
2025-06-06 17:00:00,4,17,False,moderate,3,6,5,2,2,2,62.6
2025-06-06 18:00:00,4,18,False,moderate,3,4,3,1,1,2,45.0
2025-06-06 19:00:00,4,19,False,moderate,7,5,5,1,2,2,48.8
2025-06-06 20:00:00,4,20,False,moderate,6,3,2,0,1,2,78.5
2025-06-06 21:00:00,4,21,False,moderate,7,4,3,1,1,2,52.0
2025-06-06 22:00:00,4,22,False,moderate,14,12,12,2,4,6,64.1
2025-06-07 06:00:00,5,6,True,low,4,7,5,2,3,2,61.1
2025-06-07 07:00:00,5,7,True,low,6,3,1,0,1,2,53.3
2025-06-07 08:00:00,5,8,True,low,2,2,2,0,0,2,58.7
2025-06-07 09:00:00,5,9,True,low,7,11,9,3,5,3,67.9
2025-06-07 10:00:00,5,10,True,low,8,10,9,3,4,3,67.6
2025-06-07 11:00:00,5,11,True,low,3,6,6,1,2,3,58.9
2025-06-07 12:00:00,5,12,True,low,6,5,5,1,1,3,55.4
2025-06-07 13:00:00,5,13,True,low,6,5,4,1,1,3,77.0
2025-06-07 14:00:00,5,14,True,low,4,4,3,1,1,2,57.0
2025-06-07 15:00:00,5,15,True,low,2,1,0,0,0,1,53.7
2025-06-07 16:00:00,5,16,True,low,7,10,8,2,3,5,65.2
2025-06-07 17:00:00,5,17,True,low,6,4,3,1,1,2,68.3
2025-06-07 18:00:00,5,18,True,low,3,2,1,0,0,2,53.9
2025-06-07 19:00:00,5,19,True,low,5,4,2,1,1,2,53.6
2025-06-07 20:00:00,5,20,True,low,8,8,8,2,3,3,58.9
2025-06-07 21:00:00,5,21,True,low,6,4,3,0,1,3,58.2
2025-06-07 22:00:00,5,22,True,low,6,5,4,1,2,2,54.0
2025-06-08 06:00:00,6,6,True,low,8,3,3,0,1,2,61.0
2025-06-08 07:00:00,6,7,True,low,5,5,5,1,2,2,71.5
2025-06-08 08:00:00,6,8,True,low,6,7,5,1,2,4,72.7
2025-06-08 09:00:00,6,9,True,low,3,2,0,0,0,2,55.0
2025-06-08 10:00:00,6,10,True,low,1,1,0,0,0,1,66.6
2025-06-08 11:00:00,6,11,True,low,4,1,0,0,0,1,58.6
2025-06-08 12:00:00,6,12,True,low,4,6,4,2,2,2,73.0
2025-06-08 13:00:00,6,13,True,low,2,4,2,0,1,3,66.4
2025-06-08 14:00:00,6,14,True,low,7,5,5,1,2,2,50.4
2025-06-08 15:00:00,6,15,True,low,5,6,6,2,2,2,43.6
2025-06-08 16:00:00,6,16,True,low,6,7,6,1,3,3,72.1
2025-06-08 17:00:00,6,17,True,low,13,10,8,2,3,5,58.1
2025-06-08 18:00:00,6,18,True,low,4,4,2,1,1,2,51.5
2025-06-08 19:00:00,6,19,True,low,6,8,7,2,3,3,57.8
2025-06-08 20:00:00,6,20,True,low,6,9,7,1,4,4,68.9
2025-06-08 21:00:00,6,21,True,low,6,10,9,3,4,3,51.7
2025-06-08 22:00:00,6,22,True,low,6,1,1,0,0,1,58.3
2025-06-09 06:00:00,0,6,False,moderate,10,5,4,1,2,2,40.2
2025-06-09 07:00:00,0,7,False,moderate,8,5,4,1,2,2,71.1
2025-06-09 08:00:00,0,8,False,moderate,7,8,8,1,2,5,70.5
2025-06-09 09:00:00,0,9,False,moderate,9,8,6,3,3,2,68.0
2025-06-09 10:00:00,0,10,False,moderate,16,22,22,6,7,9,45.6
2025-06-09 11:00:00,0,11,False,moderate,9,9,7,2,3,4,39.6
2025-06-09 12:00:00,0,12,False,moderate,11,12,12,3,4,5,56.0
2025-06-09 13:00:00,0,13,False,moderate,17,15,14,4,7,4,69.9
2025-06-09 14:00:00,0,14,False,moderate,6,1,0,0,0,1,73.5
2025-06-09 15:00:00,0,15,False,moderate,8,5,5,1,1,3,54.0
2025-06-09 16:00:00,0,16,False,moderate,4,1,0,0,0,1,56.1
2025-06-09 17:00:00,0,17,False,moderate,7,6,6,1,2,3,65.2
2025-06-09 18:00:00,0,18,False,moderate,6,10,10,3,3,4,63.0
2025-06-09 19:00:00,0,19,False,moderate,9,9,7,2,3,4,46.9
2025-06-09 20:00:00,0,20,False,moderate,9,9,9,2,3,4,56.6
2025-06-09 21:00:00,0,21,False,moderate,14,16,16,6,5,5,69.3
2025-06-09 22:00:00,0,22,False,moderate,8,8,6,1,3,4,49.6
2025-06-10 06:00:00,1,6,False,moderate,10,7,5,1,3,3,86.4
2025-06-10 07:00:00,1,7,False,moderate,13,14,13,3,6,5,58.1
2025-06-10 08:00:00,1,8,False,moderate,7,5,3,1,2,2,47.0
2025-06-10 09:00:00,1,9,False,moderate,13,8,6,2,3,3,53.6
2025-06-10 10:00:00,1,10,False,moderate,6,10,9,2,4,4,51.2
2025-06-10 11:00:00,1,11,False,moderate,11,7,6,1,3,3,52.1
2025-06-10 12:00:00,1,12,False,moderate,10,13,13,4,4,5,44.1
2025-06-10 13:00:00,1,13,False,moderate,8,14,13,4,5,5,47.6
2025-06-10 14:00:00,1,14,False,moderate,5,3,1,1,1,1,75.9
2025-06-10 15:00:00,1,15,False,moderate,11,9,8,3,3,3,63.4
2025-06-10 16:00:00,1,16,False,moderate,12,19,18,6,7,6,72.0
2025-06-10 17:00:00,1,17,False,moderate,12,15,15,5,6,4,72.9
2025-06-10 18:00:00,1,18,False,moderate,6,2,0,0,0,2,50.6
2025-06-10 19:00:00,1,19,False,moderate,8,8,7,2,3,3,67.6
2025-06-10 20:00:00,1,20,False,moderate,7,10,8,2,4,4,66.8
2025-06-10 21:00:00,1,21,False,moderate,8,11,9,2,3,6,49.0
2025-06-10 22:00:00,1,22,False,moderate,8,7,5,1,2,4,72.1
2025-06-11 06:00:00,2,6,False,moderate,6,10,8,2,4,4,52.9
2025-06-11 07:00:00,2,7,False,moderate,3,6,5,2,2,2,81.3
2025-06-11 08:00:00,2,8,False,moderate,8,4,4,1,1,2,71.8
2025-06-11 09:00:00,2,9,False,moderate,15,8,8,1,3,4,46.1
2025-06-11 10:00:00,2,10,False,moderate,15,21,20,6,8,7,50.2
2025-06-11 11:00:00,2,11,False,moderate,10,8,6,2,2,4,48.7
2025-06-11 12:00:00,2,12,False,moderate,12,11,11,3,4,4,48.9
2025-06-11 13:00:00,2,13,False,moderate,13,18,18,6,6,6,39.0
2025-06-11 14:00:00,2,14,False,moderate,12,12,12,2,5,5,67.7
2025-06-11 15:00:00,2,15,False,moderate,5,8,8,2,3,3,63.1
2025-06-11 16:00:00,2,16,False,moderate,14,16,15,5,5,6,51.3
2025-06-11 17:00:00,2,17,False,moderate,16,11,9,3,5,3,58.3
2025-06-11 18:00:00,2,18,False,moderate,13,15,13,3,5,7,74.7
2025-06-11 19:00:00,2,19,False,moderate,12,10,10,3,3,4,59.2
2025-06-11 20:00:00,2,20,False,moderate,7,14,14,3,6,5,52.2
2025-06-11 21:00:00,2,21,False,moderate,8,5,5,1,2,2,57.5
2025-06-11 22:00:00,2,22,False,moderate,5,7,7,1,2,4,54.8
2025-06-12 06:00:00,3,6,False,moderate,11,11,9,2,3,6,54.5
2025-06-12 07:00:00,3,7,False,moderate,7,1,1,0,0,1,46.8
2025-06-12 08:00:00,3,8,False,moderate,11,12,11,3,5,4,57.8
2025-06-12 09:00:00,3,9,False,moderate,7,6,4,1,2,3,44.8
2025-06-12 10:00:00,3,10,False,moderate,10,5,3,1,2,2,59.8
2025-06-12 11:00:00,3,11,False,moderate,5,7,5,2,2,3,43.8
2025-06-12 12:00:00,3,12,False,moderate,11,8,7,3,2,3,64.3
2025-06-12 13:00:00,3,13,False,moderate,10,6,5,1,2,3,68.0
2025-06-12 14:00:00,3,14,False,moderate,10,9,9,2,3,4,51.9
2025-06-12 15:00:00,3,15,False,moderate,6,7,5,1,3,3,51.6
2025-06-12 16:00:00,3,16,False,moderate,12,6,6,2,2,2,49.9
2025-06-12 17:00:00,3,17,False,moderate,5,5,5,1,2,2,60.1
2025-06-12 18:00:00,3,18,False,moderate,8,8,8,3,3,2,34.8
2025-06-12 19:00:00,3,19,False,moderate,8,6,6,2,2,2,64.1
2025-06-12 20:00:00,3,20,False,moderate,11,9,7,3,2,4,54.7
2025-06-12 21:00:00,3,21,False,moderate,5,7,5,2,2,3,59.1
2025-06-12 22:00:00,3,22,False,moderate,5,5,5,1,2,2,45.6
2025-06-13 06:00:00,4,6,False,moderate,8,8,6,2,3,3,46.9
2025-06-13 07:00:00,4,7,False,moderate,9,12,11,2,3,7,68.4
2025-06-13 08:00:00,4,8,False,moderate,6,5,4,1,2,2,63.7
2025-06-13 09:00:00,4,9,False,moderate,9,10,9,3,4,3,57.1
2025-06-13 10:00:00,4,10,False,moderate,11,10,10,3,4,3,53.5
2025-06-13 11:00:00,4,11,False,moderate,7,5,5,1,2,2,55.2
2025-06-13 12:00:00,4,12,False,moderate,6,4,4,0,1,3,50.1
2025-06-13 13:00:00,4,13,False,moderate,8,8,6,1,3,4,65.6
2025-06-13 14:00:00,4,14,False,moderate,9,6,5,2,2,2,65.3
2025-06-13 15:00:00,4,15,False,moderate,11,21,19,4,6,11,63.7
2025-06-13 16:00:00,4,16,False,moderate,14,17,17,6,8,3,53.0
2025-06-13 17:00:00,4,17,False,moderate,11,13,13,2,6,5,57.7
2025-06-13 18:00:00,4,18,False,moderate,7,5,4,1,2,2,49.6
2025-06-13 19:00:00,4,19,False,moderate,10,8,6,2,2,4,59.6
2025-06-13 20:00:00,4,20,False,moderate,8,6,4,2,2,2,80.1
2025-06-13 21:00:00,4,21,False,moderate,9,12,12,3,5,4,59.7
2025-06-13 22:00:00,4,22,False,moderate,10,13,13,3,5,5,46.8
2025-06-14 06:00:00,5,6,True,low,1,1,0,0,0,1,58.3
2025-06-14 07:00:00,5,7,True,low,8,8,6,2,3,3,51.1
2025-06-14 08:00:00,5,8,True,low,4,7,6,2,2,3,52.4
2025-06-14 09:00:00,5,9,True,low,5,5,5,1,1,3,74.2
2025-06-14 10:00:00,5,10,True,low,6,6,6,1,2,3,61.0
2025-06-14 11:00:00,5,11,True,low,10,14,13,3,5,6,52.5
2025-06-14 12:00:00,5,12,True,low,6,5,4,1,2,2,79.3
2025-06-14 13:00:00,5,13,True,low,2,2,2,0,0,2,77.6
2025-06-14 14:00:00,5,14,True,low,6,2,0,0,0,2,59.8
2025-06-14 15:00:00,5,15,True,low,5,7,5,2,3,2,74.8
2025-06-14 16:00:00,5,16,True,low,8,7,7,1,2,4,45.0
2025-06-14 17:00:00,5,17,True,low,4,7,6,2,2,3,56.2
2025-06-14 18:00:00,5,18,True,low,3,4,4,0,1,3,65.2
2025-06-14 19:00:00,5,19,True,low,2,4,2,1,1,2,34.2
2025-06-14 20:00:00,5,20,True,low,6,3,2,0,0,3,51.3
2025-06-14 21:00:00,5,21,True,low,7,6,5,1,1,4,66.4
2025-06-14 22:00:00,5,22,True,low,4,4,2,1,1,2,69.3
2025-06-15 06:00:00,6,6,True,low,4,4,4,1,1,2,45.7
2025-06-15 07:00:00,6,7,True,low,4,4,2,1,1,2,49.6
2025-06-15 08:00:00,6,8,True,low,9,13,11,3,4,6,65.1
2025-06-15 09:00:00,6,9,True,low,4,4,2,1,1,2,68.3
2025-06-15 10:00:00,6,10,True,low,3,5,5,1,1,3,49.7
2025-06-15 11:00:00,6,11,True,low,3,2,0,0,0,2,54.9
2025-06-15 12:00:00,6,12,True,low,9,10,9,3,3,4,56.3
2025-06-15 13:00:00,6,13,True,low,3,1,0,0,0,1,60.9
2025-06-15 14:00:00,6,14,True,low,3,2,1,0,0,2,60.8
2025-06-15 15:00:00,6,15,True,low,9,11,9,2,4,5,58.3
2025-06-15 16:00:00,6,16,True,low,6,5,4,1,1,3,49.5
2025-06-15 17:00:00,6,17,True,low,6,5,3,1,1,3,39.1
2025-06-15 18:00:00,6,18,True,low,4,3,1,0,1,2,54.2
2025-06-15 19:00:00,6,19,True,low,4,4,2,1,1,2,59.0
2025-06-15 20:00:00,6,20,True,low,3,1,0,0,0,1,63.8
2025-06-15 21:00:00,6,21,True,low,5,2,0,0,0,2,39.7
2025-06-15 22:00:00,6,22,True,low,4,2,0,0,0,2,55.5
2025-06-16 06:00:00,0,6,False,moderate,8,5,3,1,1,3,44.9
2025-06-16 07:00:00,0,7,False,moderate,13,9,7,3,3,3,50.3
2025-06-16 08:00:00,0,8,False,moderate,13,13,12,3,4,6,67.0
2025-06-16 09:00:00,0,9,False,moderate,14,23,22,6,8,9,60.2
2025-06-16 10:00:00,0,10,False,moderate,16,18,16,5,6,7,56.9
2025-06-16 11:00:00,0,11,False,moderate,13,14,12,4,4,6,55.3
2025-06-16 12:00:00,0,12,False,moderate,8,9,7,3,2,4,48.2
2025-06-16 13:00:00,0,13,False,moderate,6,6,4,2,2,2,73.5
2025-06-16 14:00:00,0,14,False,moderate,9,11,11,3,4,4,63.1
